screen_name,text,date,favorite_count,retweet_count,location
jamfruu,"RT @FuriousGamingLA: Nuestros amigos de @motorola_AR hicieron el lanzamiento en Argentina 🇦🇷 de sus últimos 4 equipos:

#MotoE6Play
#MotoG8…",2019-11-12 18:05:01,0,3,Ciudad Autónoma de Buenos Aire
fariasmari,RT @InversorLATAM: Nueva familia de #motog el #motog8plus y #motog8play la familia más querida de @motorola_AR @fariasmari https://t.co/Ngh…,2019-11-12 18:02:52,0,1,Argentina
fariasmari,RT @InversorLATAM: En Buenos Aires @motorola_AR presenta #motog8plus Y 3 modelos más @fariasmari https://t.co/iTkri4dyDK,2019-11-12 18:02:45,0,1,Argentina
9Sparkk,"RT @FuriousGamingLA: Nuestros amigos de @motorola_AR hicieron el lanzamiento en Argentina 🇦🇷 de sus últimos 4 equipos:

#MotoE6Play
#MotoG8…",2019-11-12 18:01:23,0,3,"Buenos Aires, Argentina"
TheFuriousFAN,"RT @FuriousGamingLA: Nuestros amigos de @motorola_AR hicieron el lanzamiento en Argentina 🇦🇷 de sus últimos 4 equipos:

#MotoE6Play
#MotoG8…",2019-11-12 17:55:27,0,3,Argentina
FuriousGamingLA,"Nuestros amigos de @motorola_AR hicieron el lanzamiento en Argentina 🇦🇷 de sus últimos 4 equipos:

#MotoE6Play… https://t.co/838UsUyeCN",2019-11-12 17:52:15,19,3,"Buenos Aires, Argentina"
motorola_AR,"¡Se agrandó la familia #motog8! Llegaron los nuevos #motog8plus y #motog8play, con sistema de triple cámara ⚡ https://t.co/ia46zqbyZM",2019-11-12 17:38:52,65,11,Argentina
TelekomSK,"Po #MotoG8Play a #MotoG8Plus sa blíži predstavenie #MotoG8 - tretieho zástupcu rodiny G8 od #Motorola.

https://t.co/orKjG5YkF1",2019-11-12 17:00:06,0,0,"Bratislava, Slovakia"
TheFuriousFAN,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-12 16:55:04,0,8,Argentina
wallir2003,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-12 16:36:57,0,8,
hmarmol,"#motog8plus
📷Sensor de 3 cámaras: el principal es de  48 MP con tecnología quad pixel, autofoco láser y una action… https://t.co/3Upcela22C",2019-11-12 16:22:36,8,0,
motorola_AR,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-12 16:06:11,0,8,Argentina
Aguila2212,RT @tecnogaming: @motorola_ar lanza su nueva línea de #smartphones #motog8 #motog8plus #motorolaonemacro #motoe6play con muchas característ…,2019-11-12 16:02:34,0,1,Argentina
tecnogaming,@motorola_ar lanza su nueva línea de #smartphones #motog8 #motog8plus #motorolaonemacro #motoe6play con muchas cara… https://t.co/fqY8ycP1Hz,2019-11-12 15:53:47,0,1,Buenos Aires & San Luis
culturageek,Asi es el @motorola_AR #MotoG8plus el tope de gama de la familia G https://t.co/mA4UelVKq2,2019-11-12 15:49:34,6,0,Buenos Aires
t23augusto,Asi es el @motorola_AR #Motog8plus el tope de la línea #MotoG https://t.co/FwTQwc3lkG,2019-11-12 15:48:44,1,0,Buenos Aires
alanSAH,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-12 15:48:26,0,8,Argentina
EduAguirre,El #MotoG8Plus de @motorola_ar integra Action Cam 👏🏻👏🏻👏🏻 https://t.co/r9kYaOkEw0 https://t.co/TJVer4W5As,2019-11-12 15:47:53,0,0,"Córdoba, Argentina"
manuelsere,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-12 15:47:38,0,8,"Buenos Aires, Argentina"
FGJester_,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-12 15:43:58,0,8,Argentina
FuriousGamingLA,"Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus… https://t.co/lilWLwD0uj",2019-11-12 15:40:50,30,8,"Buenos Aires, Argentina"
diegodurruty,"Precios de los nuevos productos de @motorola_ar!!!
#motoe6plus familia #motog8 #motog8plus #motog8play #motorolaone… https://t.co/VrVadAOorU",2019-11-12 15:21:46,0,0,"Buenos Aires, Argentina"
AmareshKumar7,"Still after grace return period expired, they haven't replaced the defective product they sold in rush sale.… https://t.co/yN7tj2F0mY",2019-11-12 15:18:32,0,0,"Bengaluru, India"
maxifanelli,Se lanzan los #Motorola #MotoE6Play #MotoG8Play #MotoG8Plus y #MotorolaOneMacro @motorola_AR https://t.co/NZJtBaBnMx,2019-11-12 15:16:27,0,0,Ciudad Autónoma de Buenos Aire
culturageek,"#smartphones / @motorola_ar 
PRECIOS!:
#motoe 10.999
#Motog8play 16.799
#MotoOnemacro $ 19.699
#MotoG8Plus $23.899 https://t.co/IQzkNe2tmm",2019-11-12 15:13:41,3,0,Buenos Aires
t23augusto,"#smartphones / @motorola_ar 
PRECIOS!:
#motoe 10.999
#Motog8play 16.799
#MotoOnemacro $ 19.699
#MotoG8Plus $23.899 https://t.co/ZZLhOleOB6",2019-11-12 15:13:33,0,0,Buenos Aires
BitWares,El #motog8plus cuenta con un sistema de 3 cámaras con foco láser y camara principal de 48 MP quad pixel. También cu… https://t.co/POIIj1Tg6m,2019-11-12 15:12:56,0,0,"Buenos Aires, Argentina"
